Date	precipiation	humidity	temperature
1979-01	131.60	26.60
1979-02	190.60	27.20
1979-03	150.90	26.80
1979-04	84.40	25.50
1979-05	37.30	22.80
1979-06	19.00	20.70
1979-07	22.20	19.70
1979-08	13.80	21.20
1979-09	1.60	23.50
1979-10	18.30	25.20
1979-11	48.50	25.60
1979-12	138.80	26.80
1980-01	152.30	27.40
1980-02	196.40	27.90
1980-03	162.50	27.10
1980-04	85.00	25.70
1980-05	38.60	22.70
1980-06	21.20	20.00
1980-07	25.30	19.60
1980-08	14.10	21.00
1980-09	2.50	23.00
1980-10	18.80	24.30
1980-11	48.60	26.40
1980-12	142.70	27.10
1981-01	155.40	28.10
1981-02	199.50	27.10
1981-03	179.40	26.60
1981-04	99.50	24.90
1981-05	39.10	21.70
1981-06	22.40	20.10
1981-07	29.60	19.40
1981-08	21.50	21.10
1981-09	4.50	22.10
1981-10	23.40	22.70
1981-11	48.90	25.80
1981-12	145.20	26.00
1982-01	159.30	27.30
1982-02	209.30	27.10
1982-03	199.80	26.80
1982-04	101.70	24.90
1982-05	41.30	21.90
1982-06	26.50	21.10
1982-07	31.90	20.20
1982-08	26.00	20.80
1982-09	4.80	22.10
1982-10	24.10	23.90
1982-11	49.20	25.00
1982-12	160.50	27.00
1983-01	166.70	28.40
1983-02	225.10	27.00
1983-03	207.60	27.30
1983-04	105.60	25.00
1983-05	45.10	24.40
1983-06	29.90	21.90
1983-07	32.70	21.00
1983-08	27.00	20.90
1983-09	7.20	23.30
1983-10	27.00	24.00
1983-11	54.40	26.20
1983-12	180.00	27.40
1984-01	186.00	28.20
1984-02	251.50	27.40
1984-03	213.60	26.60
1984-04	110.10	25.30
1984-05	60.10	24.40
1984-06	30.10	21.00
1984-07	37.50	21.50
1984-08	29.30	21.50
1984-09	9.30	23.70
1984-10	27.50	25.20
1984-11	58.10	25.40
1984-12	186.10	27.10
1985-01	206.70	27.30
1985-02	271.70	27.30
1985-03	225.70	26.50
1985-04	112.10	24.60
1985-05	66.00	22.70
1985-06	33.80	20.60
1985-07	38.90	21.00
1985-08	33.90	21.80
1985-09	9.70	23.80
1985-10	28.00	25.20
1985-11	79.30	26.40
1985-12	202.20	27.10
1986-01	208.50	27.30
1986-02	292.00	27.90
1986-03	232.10	27.20
1986-04	121.00	26.10
1986-05	66.40	23.30
1986-06	36.30	21.20
1986-07	39.90	21.20
1986-08	36.80	21.80
1986-09	13.60	23.30
1986-10	39.80	24.90
1986-11	86.40	26.10
1986-12	211.80	27.00
1987-01	218.30	27.70
1987-02	296.90	28.50
1987-03	242.40	28.10
1987-04	121.20	26.00
1987-05	80.90	24.30
1987-06	41.40	21.20
1987-07	41.40	20.40
1987-08	39.50	21.90
1987-09	14.00	24.20
1987-10	40.30	24.30
1987-11	86.50	26.70
1987-12	215.20	28.80
1988-01	250.10	28.20
1988-02	329.20	27.50
1988-03	298.20	27.60
1988-04	126.10	27.10
1988-05	82.60	23.70
1988-06	44.30	22.00
1988-07	45.70	21.20
1988-08	46.50	21.20
1988-09	14.40	23.90
1988-10	43.20	25.00
1988-11	90.40	25.10
1988-12	241.80	25.70
1989-01	254.90	27.30
1989-02	341.40	26.70
1989-03	302.50	27.00
1989-04	137.00	25.30
1989-05	83.70	23.20
1989-06	45.70	21.50
1989-07	47.40	21.20
1989-08	49.30	22.30
1989-09	15.10	23.40
1989-10	50.70	24.50
1989-11	91.40	27.00
1989-12	252.40	27.70
1990-01	293.30	27.20
1990-02	346.70	27.20
1990-03	327.60	26.80
1990-04	141.00 25.80
1990-05	88.50	24.10
1990-06	55.60	22.80
1990-07	47.70	20.90
1990-08	51.30	21.20
1990-09	15.60	22.40
1990-10	52.60	25.10
1990-11	107.10	25.60
1990-12	260.30	27.30
1991-01	295.30	28.60
1991-02	355.20	28.80
1991-03	366.60	27.40
1991-04	146.50	25.80
1991-05	97.50	23.60
1991-06	58.30	21.50
1991-07	52.00	21.30
1991-08	53.60	21.80
1991-09	17.90	24.40
1991-10	70.10	24.90
1991-11	109.00	26.70
1991-12	281.80	27.30
1992-01	305.00		
1992-02	355.90		
1992-03	406.90		
1992-04	150.70		
1992-05	110.00		
1992-06	61.70		
1992-07	53.10		
1992-08	58.70		
1992-09	25.40		
1992-10	70.50		
1992-11	143.70		
1992-12	288.60		
1993-01	314.40		
1993-02	405.70		
1993-03	415.60		
1993-04	159.80		
1993-05	110.90		
1993-06	64.30		
1993-07	54.40		
1993-08	59.10		
1993-09	27.60		
1993-10	73.20		
1993-11	161.80		
1993-12	289.80		
1994-01	318.80		
1994-02	405.90		
1994-03	494.40		
1994-04	166.80		
1994-05	115.00		
1994-06	64.50		
1994-07	55.20		
1994-08	60.00		
1994-09	32.50		
1994-10	77.50		
1994-11	165.80		
1994-12	294.80		
1995-01	324.00		
1995-02	411.30		
1995-03	509.80		
1995-04	179.60		
1995-05	117.30		
1995-06	66.50		
1995-07	66.60		
1995-08	63.70		
1995-09	45.90		
1995-10	78.10		
1995-11	166.00		
1995-12	322.60		
1996-01	347.40		
1996-02	448.00		
1996-03	510.70		
1996-04	202.50		
1996-05	132.90		
1996-06	80.90		
1996-07	87.80		
1996-08	72.80		
1996-09	46.20		
1996-10	78.40		
1996-11	187.50		
1996-12	360.80		
1997-01	468.00		
1997-02	502.50		
1997-03	515.70		
1997-04	220.40		
1997-05	135.00		
1997-06	81.30		
1997-07	150.60		
1997-08	83.70		
1997-09	53.60		
1997-10	86.50		
1997-11	201.90		
1997-12	406.30		
1998-01	480.70		
1998-02	521.40		
1998-03	523.30		
1998-04	257.20		
1998-05	151.00		
1998-06	90.80		
1998-07	194.90		
1998-08	93.00		
1998-09	59.00		
1998-10	115.70		
1998-11	259.20		
1998-12	443.50		
1999-01	532.50		
1999-02	581.10		
1999-03	650.50		
1999-04	314.90		
1999-05	247.70		
1999-06	147.00		
1999-07	201.80		
1999-08	107.60		
1999-09	158.30		
1999-10	148.20		
1999-11	280.00		
1999-12	465.60		
2000-01	649.00	76.00	
2000-02	662.80	83.00	
2000-03	162.60	81.00	
2000-04	402.60	78.00	
2000-05	87.10	79.00	
2000-06	241.90	82.00	
2000-07	257.40	81.00	
2000-08	160.60	80.00	
2000-09	175.50	78.00	
2000-10	157.80	76.00	
2000-11	433.60	79.00	
2000-12	955.20	77.00	
2001-01	406.70	79.00	
2001-02	333.30	83.00	
2001-03	384.90	83.00	
2001-04	170.30	80.00	
2001-05	55.60	79.00	
2001-06	35.70	80.00	
2001-07	26.10	78.00	
2001-08	4.90	83.00	
2001-09	33.60	80.00	
2001-10	33.60	82.00	
2001-11	65.00		
2001-12	352.20		
2002-01	426.00	79.00	
2002-02	229.80	80.00	
2002-03	145.30	82.00	
2002-04	145.80	80.00	
2002-05	26.60	82.00	
2002-06	63.20	85.00	
2002-07	112.60	81.00	
2002-08	42.00	79.00	
2002-09	33.00	79.00	
2002-10	213.60	76.00	
2002-11	61.90	75.00	
2002-12	48.40		
2003-01	233.40	78.00	
2003-02	226.40	82.00	
2003-03	666.50	79.00	
2003-04	84.60	79.00	
2003-05	63.40	84.00	
2003-06	49.40	81.00	
2003-07	49.90	78.00	
2003-08	9.90	80.00	
2003-09	29.30	81.00	
2003-10	152.10	76.00	
2003-11	194.60	76.00	
2003-12	95.20		
2004-01	319.50	79.00	
2004-02	227.00	81.00	
2004-03	414.80	83.00	
2004-04	123.60	80.00	
2004-05	29.30	80.00	
2004-06	38.80	94.00	
2004-07	35.70	81.00	
2004-08	6.00	81.00	
2004-09	8.80	75.00	
2004-10	28.50	77.00	
2004-11	8.10	77.00	
2004-12	261.90	78.00	
2005-01	392.60	79.00	
2005-02	274.60	78.00	
2005-03	229.50	76.00	
2005-04	133.00	76.00	
2005-05	49.60	79.00	
2005-06	61.50	81.00	
2005-07	52.50	80.00	
2005-08	3.60	81.00	
2005-09	12.50	76.00	
2005-10	0.80	72.00	
2005-11	14.20	72.00	
2005-12	444.80	78.00	
2006-01	338.40	78.00	
2006-02	164.70	76.00	
2006-03	661.90	80.00	
2006-04	118.20	77.00	
2006-05	10.40	74.00	
2006-06	16.10	77.00	
2006-07	3.70	79.00	
2006-08	11.30	72.00	
2006-09	0.60	70.00	
2006-10	3.80	71.00	
2006-11	88.90	70.00	
2006-12	224.80	73.00	
2007-01	610.60	76.00	
2007-02	234.00	75.00	
2007-03	173.40	75.00	
2007-04	281.60	76.00	
2007-05	40.00	73.00	
2007-06	60.30	77.00	
2007-07	17.40	76.00	
2007-08	28.60	75.00	
2007-09	0.30	74.00	
2007-10	48.80	70.00	
2007-11	91.90	73.00	
2007-12	567.90	77.00	
2008-01	417.30	74.00	
2008-02	152.60	71.00	
2008-03	339.50	76.00	
2008-04	46.10	76.00	
2008-05	16.20	79.00	
2008-06	12.10	79.00	
2008-07	25.30	80.00	
2008-08	18.30	78.00	
2008-09	1.70	76.00	
2008-10	4.90	74.00	
2008-11	1.40	71.00	
2008-12	427.10	76.00	
2009-01	70.70	76.00	
2009-02	311.20	80.00	
2009-03	175.00	78.00	
2009-04	132.10	76.00	
2009-05	74.60	81.00	
2009-06	9.90	76.00	
2009-07	122.90	81.00	
2009-08	37.10	79.00	
2009-09	42.50	79.00	
2009-10	107.60	74.00	
2009-11	187.20	78.00	
2009-12	188.90	79.00	
2010-01	173.50	74.00	
2010-02	223.40	79.00	
2010-03	138.50	79.00	
2010-04	146.20	79.00	
2010-05	136.50	80.00	
2010-06	56.40	79.00	
2010-07	72.90	80.00	
2010-08	24.20	77.00	
2010-09	15.40	77.00	
2010-10	10.90	78.00	
2010-11	132.00	77.00	
2010-12	134.60	78.00	
2011-01	372.50	79.00	
2011-02	102.30	76.00	
2011-03	201.20	80.00	
2011-04	452.90	81.00	
2011-05	31.90	79.00	
2011-06	5.40	77.00	
2011-07	13.30	78.00	
2011-08	4.30	78.00	
2011-09	3.70	78.00	
2011-10	6.10	76.00	
2011-11	87.40	77.00	
2011-12	49.20	75.00	
2012-01	195.30	75.00	
2012-02	22.70	75.00	
2012-03	260.40	79.00	
2012-04	137.10	79.00	
2012-05	30.60	80.00	
2012-06	9.20	78.00	
2012-07	11.50	76.00	
2012-08	5.30	77.00	
2012-09	11.80	78.00	
2012-10	42.90	77.00	
2012-11	195.20	76.00	
2012-12	242.60		
2013-01	253.80	81.00	
2013-02	533.70	80.00	
2013-03	200.60	78.00	
2013-04	66.00	77.00	
2013-05	23.40	78.00	
2013-06	18.40	81.00	
2013-07	99.30	82.00	
2013-08	11.30	80.00	
2013-09	2.60	80.00	
2013-10	203.10	78.00	
2013-11	42.80	77.00	
2013-12	256.00	76.00	
2014-01	575.30	80.00	
2014-02	249.70	81.00	
2014-03	159.30	81.00	
2014-04	246.90	81.00	
2014-05	71.50	79.00	
2014-06	30.10	81.00	
2014-07	30.90	78.00	
2014-08	4.20	79.00	
2014-09	39.20	74.00	
2014-10	39.00	77.00	
2014-11	66.80	79.00	
2014-12	244.60		
2015-01	79.70	77.00	
2015-02	289.30	81.00	
2015-03	58.00	79.00	
2015-04	138.50	79.00	
2015-05	15.40	80.00	
2015-06	17.50	81.00	
2015-07	3.00	80.00	
2015-08	0.20	79.00	
2015-09	28.80	79.00	
2015-10	13.40	77.00	
2015-11	24.70	74.00	
2015-12	239.40	77.00	
2016-01	77.00		
2016-02	75.00		
2016-03	81.00		
2016-04	81.00		
2016-05	77.00		
2016-06	81.00		
2016-07	84.00		
2016-08	78.00		
2016-09	79.00		
2016-10	77.00		
2016-11	79.00		
2016-12	79.00		
